2023-09-10 13:12:00.423652 | 1
2023-09-10 13:12:00.423652 | 2
2023-09-10 13:12:00.423652 | 3
2023-09-10 13:12:00.425157 | 4
2023-09-10 13:12:00.425157 | 5
2023-09-10 13:12:00.425157 | 6
2023-09-10 13:12:00.426431 | 7
2023-09-10 13:12:00.426431 | 8
2023-09-10 13:12:00.427448 | 9
2023-09-10 13:12:00.427448 | 10
2023-09-10 13:12:00.427448 | 11
2023-09-10 13:12:00.428795 | 12
2023-09-10 13:12:00.428795 | 13
2023-09-10 13:12:00.429433 | 14
2023-09-10 13:12:00.429810 | 15
2023-09-10 13:12:00.429810 | 16
2023-09-10 13:12:00.429810 | 17
2023-09-10 13:12:00.430822 | 18
2023-09-10 13:12:00.430822 | 19
2023-09-10 13:12:00.430822 | 20
2023-09-10 13:12:00.430822 | 21
2023-09-10 13:12:00.431889 | 22
2023-09-10 13:12:00.431889 | 23
2023-09-10 13:12:00.431889 | 24
2023-09-10 13:12:00.431889 | 25
2023-09-10 13:12:00.431889 | 26
2023-09-10 13:12:00.433381 | 27
2023-09-10 13:12:00.433381 | 28
2023-09-10 13:12:00.433381 | 29
2023-09-10 13:12:00.433381 | 30
2023-09-10 13:12:00.433381 | 31
2023-09-10 13:12:00.434894 | 32
2023-09-10 13:12:00.434894 | 33
2023-09-10 13:12:00.434894 | 34
2023-09-10 13:12:00.434894 | 35
2023-09-10 13:12:00.435956 | 36
2023-09-10 13:12:00.435956 | 37
2023-09-10 13:12:00.435956 | 38
2023-09-10 13:12:00.435956 | 39
2023-09-10 13:12:00.435956 | 40
2023-09-10 13:12:00.435956 | 41
2023-09-10 13:12:00.437409 | 42
2023-09-10 13:12:00.437409 | 43
2023-09-10 13:12:00.437409 | 44
2023-09-10 13:12:00.437409 | 45
2023-09-10 13:12:00.437409 | 46
2023-09-10 13:12:00.437409 | 47
2023-09-10 13:12:00.438576 | 48
2023-09-10 13:12:00.439088 | 49
2023-09-10 13:12:00.439088 | 50
2023-09-10 13:12:00.439088 | 51
2023-09-10 13:12:00.439088 | 52
2023-09-10 13:12:00.439088 | 53
2023-09-10 13:12:00.440102 | 54
2023-09-10 13:12:00.440102 | 55
2023-09-10 13:12:00.440102 | 56
2023-09-10 13:12:00.441096 | 57
2023-09-10 13:12:00.441096 | 58
2023-09-10 13:12:00.441096 | 59
2023-09-10 13:12:00.441096 | 60
2023-09-10 13:12:00.441096 | 61
2023-09-10 13:12:00.442333 | 62
2023-09-10 13:12:00.442333 | 63
2023-09-10 13:12:00.442844 | 64
2023-09-10 13:12:00.442844 | 65
2023-09-10 13:12:00.442844 | 66
2023-09-10 13:12:00.442844 | 67
2023-09-10 13:12:00.442844 | 68
2023-09-10 13:12:00.444044 | 69
2023-09-10 13:12:00.444044 | 70
2023-09-10 13:12:00.444044 | 71
2023-09-10 13:12:00.444964 | 72
2023-09-10 13:12:00.444964 | 73
2023-09-10 13:12:00.444964 | 74
2023-09-10 13:12:00.444964 | 75
2023-09-10 13:12:00.445973 | 76
2023-09-10 13:12:00.445973 | 77
2023-09-10 13:12:00.445973 | 78
2023-09-10 13:12:00.445973 | 79
2023-09-10 13:12:00.447371 | 80
2023-09-10 13:12:00.447902 | 81
2023-09-10 13:12:00.447902 | 82
2023-09-10 13:12:00.447902 | 83
2023-09-10 13:12:00.447902 | 84
2023-09-10 13:12:00.447902 | 85
2023-09-10 13:12:00.448964 | 86
2023-09-10 13:12:00.448964 | 87
2023-09-10 13:12:00.449472 | 88
2023-09-10 13:12:00.449472 | 89
2023-09-10 13:12:00.449472 | 90
2023-09-10 13:12:00.449472 | 91
2023-09-10 13:12:00.450764 | 92
2023-09-10 13:12:00.450764 | 93
2023-09-10 13:12:00.450764 | 94
2023-09-10 13:12:00.451820 | 95
2023-09-10 13:12:00.451820 | 96
2023-09-10 13:12:00.451820 | 97
2023-09-10 13:12:00.452843 | 98
2023-09-10 13:12:00.452843 | 99
